Id	Name	Name.NCBI	entrez	product	ctrl4	ctrl5	ctrl6	IP1	IP2	IP3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gene2254	SAOUHSC_02317	ABD31351.1	3920942	"UDP-N-acetylmuramoylalanyl-D-glutamyl-26-diaminopimelate--D-alanyl-D-alanyl ligase"	10874	12979	2070	11676	8287	9423	799238994036898	701324156494907	200526576744448	349741250202798	726532893167204	786933489986331
gene2255	SAOUHSC_02318	ABD31352.1	3920943	"D-alanine--D-alanine ligase"	9450	11156	1607	7078	5906	5767	586969971410541	-308518794267178	179445919124636	-171928565314931	855623710303577	1354737541314
gene2256	SAOUHSC_02319	ABD31353.1	3920944	"conserved hypothetical protein"	4231	3620	535	3181	2524	2004	226453630311565	-17066140468401	255939510804852	-666803668364184	504897549253193	594918042530894
gene2257	SAOUHSC_02320	ABD31354.1	3920945	"conserved hypothetical protein"	7215	8244	695	6471	6176	4569	449593738635205	197122606872017	312573223939358	630644571494904	528272948691181	615306422996625
gene2258	SAOUHSC_02321	ABD31355.1	3920946	"conserved hypothetical protein"	475	643	52	1191	867	1213	612124316628173	158369529846201	324122165873468	488610612049364	"102849777	055113"	"525975682	285588"
gene2259	SAOUHSC_02322	ABD31356.1	3920947	"conserved hypothetical protein"	604	645	46	1301	918	1151	633903226780563	151283712710247	359318000876707	421030152514281	"2550300852	10042"	"9519267573	46079"
gene226	SAOUHSC_00238	ABD29413.1	3919258	"hypothetical protein"	13	13	2	39	12	28	148647405807606	139579902689775	636120144869414	219423805102775	28218300382705	518504162841376
gene2260	SAOUHSC_02323	ABD31357.1	3920948	"cardiolipin synthetase putative"	5128	5931	921	2577	2290	2025	274765174991766	-887244537682436	192061252701127	-461959153761799	"384496222	602715"	"1727391896	61909"
gene2261	SAOUHSC_02324	ABD31358.1	3920949	"conserved hypothetical protein"	1936	1560	269	1177	969	850	972567860356096	-415255716300556	257844203678817	-161049079395951	107290753621709	16420805664501
gene2262	SAOUHSC_02325	ABD31359.1	3920950	"hypothetical protein"	684	808	191	443	436	365	460423843016996	-695214362794773	311960333287868	-222853449176582	25844893922719	482343995720049
gene2263	SAOUHSC_02326	ABD31360.1	3920951	"conserved hypothetical protein"	272	148	156	208	182	146	226003927180769	-100088654264682	647931180237682	-154474205467263	122408668220935	183928113713369
gene2264	SAOUHSC_02327	ABD31361.1	3920952	"conserved hypothetical protein"	23529	25495	4767	18292	15884	13885	150968499695247	-321873856139037	221228190025234	-145494051233852	145685730968066	212209265912982
gene2265	SAOUHSC_02328	ABD31362.1	3920953	"thiamine-phosphate pyrophosphorylase"	190	180	62	425	275	299	21919814312319	813911929290112	390954887414076	208185638673975	373555894908669	662807346608379
gene2266	SAOUHSC_02329	ABD31363.1	3920954	"hydroxyethylthiazole kinase putative"	187	180	47	385	264	241	193211377763312	843705295768111	320461932395162	263277853148478	846895505701559	177828557451993
gene2267	SAOUHSC_02330	ABD31364.1	3920955	"phosphomethylpyrimidine kinase"	181	234	38	300	252	211	175118230145178	644872355107149	248511241677091	259494238874344	94606775408172	196453728308288
gene2268	SAOUHSC_02331	ABD31365.1	3920956	"conserved hypothetical protein"	165	199	12	245	165	130	120040993777714	613707696360182	383915171321496	159855025850556	109920569652755	167731555253729
gene2269	SAOUHSC_02332	ABD31366.1	3920957	"conserved hypothetical protein"	26	31	9	46	31	15	244377748368577	179564646113253	54694511449545	328304689729059	742681298629551	801884780209334
gene227	SAOUHSC_00239	ABD29414.1	3919259	"ribokinase putative"	1893	3646	952	2700	2365	1355	209441192369854	-452311874883635	445580746018546	-101510641769249	310055102753492	403473932087249
gene2270	SAOUHSC_02333	ABD31367.1	3920958	"sceD protein putative"	266	220	30	440	275	296	211441860302626	928047831492201	300722654226191	308605892655551	20282862158541	502662236102973
gene2271	SAOUHSC_02334	ABD31368.1	3920959	"bacteriophage L54a single-stranded DNA binding protein"	531	529	59	688	415	468	368320076524331	491781182331163	279284739547527	176085948386548	78262188928527	125465443028137
gene2272	SAOUHSC_02335	ABD31369.1	3920960	"conserved hypothetical protein"	1744	2589	294	626	500	441	865459920644952	-157675313462742	215613994639485	-731285154873092	"26	1531904884825"	"35	957351344969"
gene2273	SAOUHSC_02336	ABD31370.1	3920961	"beta-hydroxyacyl-ACP dehydratase putative"	9793	12858	2973	6013	6253	4535	67297153835026	-891836031304656	3254323577059	-274046513872056	613522900921856	133859542019314
gene2274	SAOUHSC_02337	ABD31371.1	3920962	"UDP-N-acetylglucosamine 1-carboxyvinyltransferase"	27521	33641	8538	16798	18270	13542	190194230930165	-832122045614981	343157110307128	-242490107481738	153125586896266	300970981140937
gene2275	SAOUHSC_02338	ABD31372.1	3920963	"conserved hypothetical protein"	2598	2973	71	1260	1460	1169	118352463118894	-204097511742547	599501102699944	-340445598554136	733520984527908	792619831622574
gene2276	SAOUHSC_02339	ABD31373.1	3920964	"hypothetical protein"	22	29	5	17	21	9	152544363803217	-359553641479136	563792364458251	-637741239764095	523642135498791	611213687169237
gene2277	SAOUHSC_02340	ABD31374.1	3920965	"ATP synthase F1 epsilon subunit"	19205	27731	7979	11204	9127	7788	141766023695433	-139474677035615	389418490764047	-358161413347278	341477897825457	100568732879489
gene2278	SAOUHSC_02341	ABD31375.1	3920966	"ATP synthase F1 beta subunit"	51114	65875	32817	29993	24962	20572	449190261758686	-171451139306658	531947078243544	-322308639936098	126817295611986	33013522435242
gene2279	SAOUHSC_02343	ABD31376.1	3920967	"ATP synthase F1 gamma subunit"	31146	47235	7673	16591	14340	12402	193494050084693	-113802670795625	237107432596992	-479962477553598	"15896317	352246"	"776648647	781161"
gene228	SAOUHSC_00240	ABD29415.1	3919260	"ribose ABC transporter protein putative"	785	1723	139	1151	1006	646	73604440152391	144216268854866	346030810250896	416772913227869	676844516629671	746712337701121
gene2280	SAOUHSC_02345	ABD31377.1	3920968	"ATP synthase F1 alpha subunit"	44869	53927	17938	23512	22258	16302	311466443315641	-137751517211596	410821696821415	-335307307957197	799196017657948	218660030431215
gene2281	SAOUHSC_02346	ABD31378.1	3919390	"ATP synthase F1 delta subunit"	15204	23201	2926	8079	7264	6068	89434953071966	-993508002229888	211043628743548	-470759533535674	"250656063	460828"	"1158437482	48112"
gene2282	SAOUHSC_02347	ABD31379.1	3919391	"ATP synthase F0 B subunit"	18004	19818	7883	9222	8705	6396	127076984490379	-145745601057716	450513446848778	-323509990827505	121600173223158	317459994216184
gene2283	SAOUHSC_02349	ABD31380.1	3919392	"ATP synthase F0 C subunit"	12578	20846	6782	6098	6148	4171	103277627341246	-180919103719056	461802316413769	-39176742361109	"8940741893	68534"	294366664514117
gene2284	SAOUHSC_02350	ABD31381.1	3919393	"ATP synthase F0 A subunit"	25663	30592	6473	11469	10732	7874	144662879727725	-129349687285223	27957348365917	-462667938290293	"371575048	081827"	"16748423	91354"
gene2285	SAOUHSC_02351	ABD31382.1	3919394	"conserved hypothetical protein"	14088	18685	1000	6416	5083	4513	631384922402765	-880631682104041	398143887895201	-221184277563452	269775303446882	49905695079829
gene2286	SAOUHSC_02352	ABD31383.1	3919395	"UDP-N-acetylglucosamine 2-epimerase"	31336	34061	9948	16603	13576	10554	19257568305009	-127194295338416	354808635587721	-358487033799856	33724571049781	996004388115225
gene2287	SAOUHSC_02353	ABD31384.1	3919396	"uracil phosphoribosyltransferase"	15727	13936	3451	7851	6431	4850	813728913664233	-105292687479859	298799482188429	-352385776269381	425312495008957	123007926674895
gene2288	SAOUHSC_02354	ABD31385.1	3919397	"serine hydroxymethyltransferase putative"	42836	45665	18880	19914	17100	12779	290138091117421	-167881379510979	455765801774796	-368350101866425	230052364161286	70456798653556
gene2289	SAOUHSC_02355	ABD31386.1	3919398	"conserved hypothetical protein"	15579	22036	13519	6583	5658	4245	153475703971733	-251376410931974	605123258580963	-415413566355822	"3265194197	56421"	118482378309492
gene229	SAOUHSC_00241	ABD29416.1	3919261	"conserved hypothetical protein"	1564	1865	902	2559	2191	1371	181338899089452	-197992987402126	526038199983987	-376385189151953	70663055521451	770255457795577
gene2290	SAOUHSC_02356	ABD31387.1	3919399	"conserved hypothetical protein"	681	912	75	825	644	751	52807547899569	507005756259676	297697907938438	170308807263947	885515876860791	139882877545677
gene2291	SAOUHSC_02357	ABD31388.1	3919400	"conserved hypothetical protein"	1371	1560	212	1374	1070	1050	937806596563672	105597700400302	191073756531625	552654128526665	580500269636257	662940876245419
gene2292	SAOUHSC_02358	ABD31389.1	3919401	"modification methylase HemK family putative"	6194	5523	1080	7313	6311	6513	48055234738252	517713208733559	248886761937511	208011548988509	375149411612577	664772532494826
gene2293	SAOUHSC_02359	ABD31390.1	3919402	"peptide chain release factor 1"	5484	5510	1347	7549	6398	6925	50080510001261	502588419580157	29820840059239	168535969671467	91919194576383	144451991017222
gene2294	SAOUHSC_02360	ABD31391.1	3919403	"thymidine kinase putative"	2411	2243	234	3879	3342	3494	215785327777403	120193843975866	296350359051136	405580220522446	"4996252705	32236"	174359022981658
gene2295	SAOUHSC_02361	ABD31392.1	3919404	"ribosomal protein L31"	18042	11321	2608	54767	40276	41901	239863531734875	194614412538119	316662424033364	614580063081983	"7956	1166611745"	"647855	213838495"
gene2296	SAOUHSC_02362	ABD31393.1	3919405	"transcription termination factor Rho"	21124	23286	3431	18548	17606	17927	146307716505726	127002560301745	21879655660352	58045959348385	561604727702548	645338317931194
gene2297	SAOUHSC_02363	ABD31394.1	3919406	"aldehyde dehydrogenase putative"	30806	37665	14098	15902	15078	11782	226870009173111	-148287525184527	445264292207821	-333032600591552	867443578543858	235682783604369
gene2298	SAOUHSC_02364	ABD31395.1	3919407	"conserved hypothetical protein"	6576	8059	727	45311	35909	41291	192162302075999	3085456885333	28121359865069	109719334347184	"5	21452565812392E-14"	"3	17043160013935E-12"
gene2299	SAOUHSC_02365	ABD31396.1	3919408	"UDP-N-acetylglucosamine 1-carboxyvinyltransferase"	12338	16560	2170	43751	39898	41383	221042731551284	197681470688956	211135749877842	93627664099201	"7	76757655863869E-07"	"2	33539444664126E-05"
gene23	SAOUHSC_00024	ABD29213.1	3919195	"conserved hypothetical protein"	1347	1078	372	2794	1706	1847	138425265832483	779921553485441	379308433880692	205616718169457	397664044330089	696032601454409
gene230	SAOUHSC_00242	ABD29417.1	3919262	"conserved hypothetical protein"	1957	2264	591	1748	1362	1096	142411773318549	-53136414367561	329172292227209	-161424322831169	10647467886405	163384588542928
gene2300	SAOUHSC_02366	ABD31397.1	3919409	"conserved hypothetical protein"	29273	22216	5900	31868	24110	25833	209265826032104	262765861571308	310627643984482	84591911460538	397597868446666	489351222703589
gene2301	SAOUHSC_02367	ABD31398.1	3919410	"conserved hypothetical protein"	1348	1268	84	796	569	539	597465838636988	-354501822227359	397230680874378	-892433135947695	372160816895602	466437011006123
gene2302	SAOUHSC_02368	ABD31399.1	3919411	"CTP synthase"	10559	12932	2882	6626	6402	5626	703065179832486	-748700592314044	292772040000867	-255728174149357	10549373610611	216527278309316
gene2303	SAOUHSC_02369	ABD31400.1	3919412	"DNA-directed RNA polymerase delta subunit putative"	8193	10127	938	12713	9185	10269	703210635234295	811811719902115	265943543342482	30525716462184	226889560821108	555250302689222
gene2304	SAOUHSC_02370	ABD31401.1	3919413	"conserved hypothetical protein"	1994	1415	223	1474	1224	1035	103651727093487	920769845894904	299962236150676	306961922177559	997550802061689	99791553727268
gene2305	SAOUHSC_A02254	ABD32066.1	NA	"hypothetical protein"	47	67	4	36	24	52	305570350887723	458769211888587	53166216027479	8628961136739	931236196601437	950340258821907
gene2306	SAOUHSC_02371	ABD31402.1	3919414	"conserved hypothetical protein"	2281	2518	613	2321	2369	1858	183938040440126	421466919047984	312215847376761	134992160900592	989229511015404	991140916409083
gene2307	SAOUHSC_02372	ABD31403.1	3919415	"conserved hypothetical protein"	4670	4995	547	6439	5417	5592	383519771998339	814945581503725	24870749193367	327672309011531	105019310842084	279557284493539
gene2308	SAOUHSC_02373	ABD31404.1	3919416	"conserved hypothetical protein"	2932	3971	490	2993	2885	2319	219822850355164	127473317440757	213424601637837	597275648929491	550323359601064	63531000500781
gene2309	SAOUHSC_02374	ABD31405.1	3919417	"aminobenzoyl-glutamate utilization protein B putative"	2897	3949	803	2094	2404	1711	213116450878851	-518241516445937	310855573147731	-166714564966043	954854468611749	149284675778385
gene231	SAOUHSC_00243	ABD29418.1	3919263	"NADH dehydrogenase subunit putative"	66	44	0	214	70	152	712847868259485	219035837060733	706869639778702	309867371202003	194388974806232	483498395518046
gene2310	SAOUHSC_02375	ABD31406.1	3919418	"autoinducer-2 production protein LuxS putative"	3407	4724	918	1658	1500	1057	205192980367663	-132287025721079	285210608373368	-46382224867282	"351418382	09008699999"	"1589224286	60906"
gene2311	SAOUHSC_02376	ABD31407.1	3919419	"conserved hypothetical protein"	3710	3469	392	29181	20831	20620	108090789893684	324867985257493	26724230021681	12156308525781	"5	31046230274637E-20"	"4	6869112452626E-19"
gene2312	SAOUHSC_02377	ABD31408.1	3919420	"pyrimidine nucleoside phosphorylase putative"	9599	13782	2865	71663	59932	57645	308176051971356	260007865168814	290406389334805	89532418954135	"3	45192338399799E-05"	"0	000874487257279491"
gene2313	SAOUHSC_02378	ABD31409.1	3919421	"hypothetical protein"	195	244	37	814	581	757	372567461829991	209914820439241	261665776139267	802224973920614	"0	103825779087752"	"1	84459306223435"
gene2314	SAOUHSC_02379	ABD31410.1	3919422	"deoxyribose-phosphate aldolase"	1814	2735	524	6873	6163	4672	328931626447791	158201986608479	287824670128639	549647069994981	"3874674	37183248"	"26111106	1116593"
gene2315	SAOUHSC_02380	ABD31411.1	3919423	"purine nucleoside phosphorylase"	6909	6603	938	16134	13710	11618	783918604502579	148115649345813	221325002086655	669222401217109	"2198	04036825265"	"23041	5266189244"
gene2316	SAOUHSC_02381	ABD31412.1	3919424	"conserved hypothetical protein"	13048	10851	1554	502592	359818	359512	172932759019776	555430823894257	256664663424434	216403308692232	"7	49634393378017E-90"	"2	05099970028225E-86"
gene2317	SAOUHSC_02382	ABD31413.1	3919425	"conserved hypothetical protein"	1866	3390	259	1678	1298	1309	131136408105137	-263233290560121	302861545154421	-869153891511401	384762963244352	478066884050567
gene2318	SAOUHSC_02383	ABD31414.1	3919426	"conserved hypothetical protein"	6754	8920	542	5963	4794	4683	415399229769459	10516887582986	36601340068672	28733613477687	773854957091116	823198741291327
gene2319	SAOUHSC_02384	ABD31415.1	3919427	"conserved hypothetical protein"	991	1355	159	858	756	628	664289416120021	-175305432585374	214930527672206	-815637659684785	414707403648551	507094584046951
gene232	SAOUHSC_00244	ABD29419.1	3919264	"conserved hypothetical protein"	317	411	16	954	563	875	420617517101126	191125525175719	475767587820426	401720356889585	"588928469	05947"	201918332248961
gene2320	SAOUHSC_02385	ABD31416.1	3919428	"mannose-6-phosphate isomerase class I"	3971	6423	740	1898	1675	1419	226963825591454	-117562022776055	225801985097123	-520642113600061	"19251745	7592144"	"11303170	900689"
gene2321	SAOUHSC_02386	ABD31417.1	3919603	"conserved hypothetical protein"	694	1204	35	279	264	260	331959181802375	-963031421447246	523488613197649	-183964158372943	658208750642196	108224708038284
gene2322	SAOUHSC_02387	ABD31418.1	3919604	"conserved hypothetical protein"	5209	8231	2680	1142	1250	910	366705861480095	-278434541196443	455447953398571	-611342172291593	"97517	2148934087"	"789370	118190433"
gene2323	SAOUHSC_02388	ABD31419.1	3919605	"conserved hypothetical protein"	340	447	28	2271	2713	2067	109959593065517	327438533541225	37245653997174	8791321896672	"0	000147810400016664"	"0	00034862866762551"
gene2324	SAOUHSC_02389	ABD31420.1	3919606	"cation efflux family protein putative"	1734	2000	192	9206	9763	8305	437256132047808	287716073223773	284933060038671	100976725264778	"5	65688167996811E-10"	"2	24307656179605E-08"
gene2325	SAOUHSC_02390	ABD31421.1	3919607	"lytic regulatory protein putative"	14502	20713	1024	6287	5083	4616	65719368611837	-967517116230141	410895517413245	-235465483371796	185399180762215	358482090858954
gene2326	SAOUHSC_02391	ABD31422.1	3919608	"conserved hypothetical protein"	12752	6304	4066	5203	4186	2385	64485498475199	-158612988463775	534341477043107	-296838249093994	299371544722719	708547185433701
gene2327	SAOUHSC_02392	ABD31423.1	NA	"truncated resolvase"	399	693	42	668	724	731	442735126867507	108137372659519	377762754934455	286257369862421	420215521196649	95809138832836
gene2328	SAOUHSC_02393	ABD31424.1	3919610	"conserved hypothetical protein"	1133	1722	130	412	326	384	540962918204559	-129190618899899	318075108469995	-406163875951602	"4872944038	05332"	171147302799921
gene2329	SAOUHSC_02394	ABD31425.1	3919611	"hypothetical protein"	25	27	12	8	3	10	165635306676665	-206812209623714	732131758111414	-282479495435632	473108813836653	106449483113247
gene233	SAOUHSC_00245	ABD29420.1	NA	"truncated transposase"	147	193	26	286	204	178	145075860858623	794936286118048	255139360216611	311569444025867	183512319607971	460811141031088
gene2330	SAOUHSC_A02273	ABD32067.1	NA	"hypothetical protein"	186	297	12	63	32	38	760996824495075	-171782113768562	48768735291668	-352238196748789	427687442046548	123453283613262
gene2331	SAOUHSC_02396	ABD31426.1	3919612	"conserved hypothetical protein"	3834	4984	789	2861	2348	1773	241941639504637	-588441266002317	219507233040473	-268073747662711	734601207067012	157513236875811
gene2332	SAOUHSC_02397	ABD31427.1	3919613	"ABC transporter ATP-binding protein putative"	1670	2783	600	1281	1279	1009	136551163732052	-784229451595379	345315400231971	-227105264077003	231437914605177	43851394346244
gene2333	SAOUHSC_02399	ABD31428.1	3919614	"glucosamine--fructose-6-phosphate aminotransferase isomerizing"	9444	9996	1281	18116	12959	11937	885621687349834	102560111257388	209544144406171	489443938164125	"98586357	7234994"	"506064305	312372"
gene2334	SAOUHSC_02400	ABD31429.1	3919615	"PTS system mannitol-specific component putative"	5332	2439	588	2422	2757	1879	224399748674883	-333411820538868	413980893406029	-805379730923621	420600584619305	512361175208557
gene2335	SAOUHSC_02401	ABD31430.1	3919616	"conserved hypothetical protein"	6729	8254	1492	2643	3459	1981	371764054373499	-117573441689076	316317812692835	-37169402724483	201650090576288	623406381713811
gene2336	SAOUHSC_02402	ABD31431.1	3919617	"PTS system mannitol-specific IIa component putative"	2835	3173	1842	806	1014	573	221548559329915	-247862078516416	579666780530076	-427594071010518	"1903318768	24903"	"7355197951	87762"
gene2337	SAOUHSC_02403	ABD31432.1	3919618	"mannitol-1-phosphate 5-dehydrogenase putative"	6585	7048	1194	1887	2386	1276	302405922758886	-152503169700068	312746586519189	-487625369144393	"108119542	339138"	"550866048	118961"
gene2338	SAOUHSC_02404	ABD31433.1	3919619	"conserved hypothetical protein"	2190	2054	320	6885	4540	4624	288023259713397	173060709819582	225590274953215	767146145176129	"1	70047585725465"	"27	5295973103474"
gene2339	SAOUHSC_02405	ABD31434.1	3919620	"phosphoglucosamine mutase"	7953	8998	1636	12319	8840	9895	721305747525127	583815800925947	22171900024463	263313383283257	8460100379552	177779067883673
gene234	SAOUHSC_00246	ABD29421.1	3919266	"drug transporter putative"	1803	1592	200	3002	2631	1728	151399311643939	103059231589724	29601605141708	348154200072468	49853559034521	142826531432931
